element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff
Al,2025-05-27,17:54:51,3,129,Marine Shale,111132.000000,212.000000,116929.000000,386.000000,1129.053095,1193.212844
Si,2025-05-27,17:54:51,3,129,Marine Shale,222717.000000,400.000000,225458.000000,436.000000,1745.922558,1799.539268
P,2025-05-27,17:54:51,3,129,Marine Shale,1615.000000,9.000000,963.000000,20.000000,114.115102,115.854462
S,2025-05-27,17:54:51,3,129,Marine Shale,7150.000000,80.000000,3986.000000,28.000000,76.901515,81.840350
K,2025-05-27,17:54:51,3,129,Marine Shale,28640.000000,83.000000,26692.000000,69.000000,137.230155,153.600506
Ca,2025-05-27,17:54:51,3,129,Marine Shale,21084.000000,71.000000,18064.000000,48.000000,390.642432,393.580372
Ti,2025-05-27,17:54:51,3,129,Marine Shale,5126.000000,18.000000,5086.000000,78.000000,77.225008,109.762024
V,2025-05-27,17:54:51,3,129,Marine Shale,220.000000,1.400000,184.000000,21.000000,20.216140,29.149482
Cr,2025-05-27,17:54:51,3,129,Marine Shale,109.000000,1.000000,104.000000,10.000000,6.996565,12.204586
Mn,2025-05-27,17:54:51,3,129,Marine Shale,1162.000000,8.000000,1013.000000,14.000000,16.289252,21.478821
Fe,2025-05-27,17:54:51,3,129,Marine Shale,67912.000000,155.000000,67185.000000,151.000000,189.790472,242.531283
Co,2025-05-27,17:54:51,3,129,Marine Shale,22.700000,0.100000,143.000000,20.000000,22.311461,29.963332
Ni,2025-05-27,17:54:51,3,129,Marine Shale,82.800000,0.800000,98.000000,3.000000,2.967776,4.219916
Cu,2025-05-27,17:54:51,3,129,Marine Shale,31.000000,0.600000,48.000000,3.000000,7.755478,8.315494
Zn,2025-05-27,17:54:51,3,129,Marine Shale,186.000000,1.700000,223.000000,3.000000,7.688236,8.252816
As,2025-05-27,17:54:51,3,129,Marine Shale,25.700000,0.700000,27.000000,1.000000,1.080123,1.471960
Rb,2025-05-27,17:54:51,3,129,Marine Shale,147.000000,1.000000,148.000000,1.000000,1.226053,1.582152
Sr,2025-05-27,17:54:51,3,129,Marine Shale,178.000000,1.400000,175.000000,1.000000,1.403978,1.723704
Y,2025-05-27,17:54:51,3,129,Marine Shale,36.500000,0.100000,35.000000,1.000000,1.026882,1.433348
Zr,2025-05-27,17:54:51,3,129,Marine Shale,134.000000,1.600000,136.000000,1.000000,1.372813,1.698416
Nb,2025-05-27,17:54:51,3,129,Marine Shale,15.300000,0.100000,8.000000,1.000000,0.959099,1.385594
Ba,2025-05-27,17:54:51,3,129,Marine Shale,788.000000,7.700000,849.000000,15.000000,16.586699,22.363331
La,2025-05-27,17:54:51,3,129,Marine Shale,52.500000,0.600000,128.000000,24.000000,25.458463,34.987617
Ce,2025-05-27,17:54:51,3,129,Marine Shale,108.000000,0.900000,201.000000,29.000000,29.781900,41.568757
Pb,2025-05-27,17:54:51,3,129,Marine Shale,35.000000,0.100000,38.000000,1.000000,1.263390,1.611258
Th,2025-05-27,17:54:51,3,129,Marine Shale,15.800000,0.100000,31.000000,2.000000,2.363586,3.096214
U,2025-05-27,17:54:51,3,129,Marine Shale,5.760000,0.100000,8.000000,1.000000,1.204958,1.565862
Mg,2025-05-27,17:57:25,3,130,Black Shale,12300.000000,77.000000,11899.000000,674.000000,729.051940,992.870954
Al,2025-05-27,17:57:25,3,130,Black Shale,80300.000000,409.000000,92684.000000,344.000000,792.651452,864.078887
Si,2025-05-27,17:57:25,3,130,Black Shale,235700.000000,1217.000000,245997.000000,445.000000,1639.512953,1698.831282
P,2025-05-27,17:57:25,3,130,Black Shale,400.000000,0.100000,93.000000,16.000000,113.064694,114.191177
S,2025-05-27,17:57:25,3,130,Black Shale,58400.000000,470.000000,42058.000000,103.000000,267.404182,286.555399
K,2025-05-27,17:57:25,3,130,Black Shale,31800.000000,281.000000,32014.000000,78.000000,168.353556,185.544927
Ca,2025-05-27,17:57:25,3,130,Black Shale,11800.000000,201.000000,11224.000000,35.000000,341.827967,343.615132
Ti,2025-05-27,17:57:25,3,130,Black Shale,3600.000000,47.000000,3543.000000,73.000000,74.284817,104.150055
V,2025-05-27,17:57:25,3,130,Black Shale,219.120000,3.640000,159.000000,20.000000,16.742009,26.082463
Cr,2025-05-27,17:57:25,3,130,Black Shale,98.350000,3.600000,85.000000,10.000000,9.209109,13.594399
Mn,2025-05-27,17:57:25,3,130,Black Shale,200.000000,0.000000,176.000000,10.000000,11.095593,14.936940
Fe,2025-05-27,17:57:25,3,130,Black Shale,66400.000000,544.000000,65252.000000,144.000000,155.394092,211.856847
Co,2025-05-27,17:57:25,3,130,Black Shale,40.650000,0.700000,232.000000,20.000000,20.211066,28.433909
Ni,2025-05-27,17:57:25,3,130,Black Shale,192.940000,16.490000,205.000000,4.000000,4.359267,5.916351
Cu,2025-05-27,17:57:25,3,130,Black Shale,176.650000,3.240000,182.000000,4.000000,3.915371,5.597332
Zn,2025-05-27,17:57:25,3,130,Black Shale,62.520000,7.800000,57.000000,2.000000,2.669870,3.335896
As,2025-05-27,17:57:25,3,130,Black Shale,46.240000,0.830000,46.000000,1.000000,1.391365,1.713446
Rb,2025-05-27,17:57:25,3,130,Black Shale,140.000000,5.000000,158.000000,1.000000,1.278521,1.623150
Sr,2025-05-27,17:57:25,3,130,Black Shale,86.740000,1.710000,80.000000,1.000000,0.931982,1.366964
Y,2025-05-27,17:57:25,3,130,Black Shale,26.700000,0.600000,26.000000,1.000000,0.828189,1.298421
Zr,2025-05-27,17:57:25,3,130,Black Shale,144.240000,2.310000,138.000000,1.000000,1.391365,1.713446
Nb,2025-05-27,17:57:25,3,130,Black Shale,8.810000,0.100000,4.000000,1.000000,0.989949,1.407125
Mo,2025-05-27,17:57:25,3,130,Black Shale,159.410000,4.290000,143.000000,1.000000,1.983910,2.221688
Ba,2025-05-27,17:57:25,3,130,Black Shale,454.110000,29.590000,447.000000,13.000000,15.613111,20.316723
La,2025-05-27,17:57:25,3,130,Black Shale,33.530000,0.510000,96.000000,23.000000,14.737330,27.316458
Ce,2025-05-27,17:57:25,3,130,Black Shale,64.580000,1.120000,117.000000,27.000000,24.725777,36.610982
Pb,2025-05-27,17:57:25,3,130,Black Shale,52.180000,0.880000,54.000000,1.000000,1.368136,1.694637
Th,2025-05-27,17:57:25,3,130,Black Shale,9.310000,0.100000,20.000000,2.000000,2.322548,3.065001
U,2025-05-27,17:57:25,3,130,Black Shale,25.400000,0.510000,27.000000,1.000000,1.164375,1.534852
Al,2025-05-27,18:00:03,3,131,Carbonatite,1958.000000,212.000000,2367.000000,143.000000,393.265928,418.457990
Si,2025-05-27,18:00:03,3,131,Carbonatite,16222.000000,514.000000,12885.000000,93.000000,360.179042,371.991858
Fe,2025-05-27,18:00:03,3,131,Carbonatite,20562.000000,700.000000,14483.000000,61.000000,249.653985,256.998273
Ni,2025-05-27,18:00:03,3,131,Carbonatite,13.000000,1.000000,16.000000,3.000000,2.464491,3.882489
Y,2025-05-27,18:00:03,3,131,Carbonatite,81.000000,0.500000,66.000000,1.000000,1.574028,1.864823
Mg,2025-05-27,18:02:37,3,132,Phosphate,6400.000000,51.000000,9152.000000,939.000000,891.789297,1294.993880
Al,2025-05-27,18:02:37,3,132,Phosphate,12000.000000,138.000000,14833.000000,210.000000,478.559805,522.608349
Si,2025-05-27,18:02:37,3,132,Phosphate,61400.000000,316.000000,59735.000000,213.000000,614.596196,650.459440
Fe,2025-05-27,18:02:37,3,132,Phosphate,39200.000000,199.000000,41297.000000,129.000000,179.887556,221.360639
Zn,2025-05-27,18:02:37,3,132,Phosphate,26.400000,3.660000,30.000000,3.000000,2.544377,3.933682
As,2025-05-27,18:02:37,3,132,Phosphate,24.800000,0.920000,24.000000,2.000000,1.615893,2.571208
Sr,2025-05-27,18:02:37,3,132,Phosphate,703.600000,3.110000,700.000000,3.000000,3.963065,4.970501
Zr,2025-05-27,18:02:37,3,132,Phosphate,58.710000,10.770000,62.000000,2.000000,5.468269,5.822539
Ba,2025-05-27,18:02:37,3,132,Phosphate,219.700000,1.720000,265.000000,16.000000,19.053760,24.880630
Pb,2025-05-27,18:02:37,3,132,Phosphate,76.700000,4.080000,75.000000,2.000000,4.425121,4.856099
Mg,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,26800.000000,1206.000000,25937.000000,804.000000,759.354348,1105.909140
Al,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,34500.000000,1111.000000,36612.000000,243.000000,1108.266918,1134.594448
Si,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,131800.000000,982.000000,131279.000000,303.000000,858.155672,910.077006
P,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,1400.000000,288.000000,1061.000000,19.000000,87.424656,89.465471
S,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,15300.000000,1100.000000,13157.000000,44.000000,140.893190,147.603831
K,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,13800.000000,8301.000000,12850.000000,38.000000,88.450171,96.267506
Ca,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,59900.000000,1215.000000,57748.000000,124.000000,414.003852,432.174952
Ti,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,1500.000000,150.000000,1521.000000,53.000000,53.785036,75.510464
V,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,130.000000,6.000000,116.000000,15.000000,13.251512,20.015058
Mn,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,267.000000,34.000000,222.000000,8.000000,8.262908,11.501115
Fe,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,21200.000000,1088.000000,18920.000000,54.000000,163.645205,172.324558
Co,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,12.000000,1.500000,77.000000,10.000000,8.808504,13.326280
Ni,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,29.000000,0.010000,25.000000,2.000000,1.790287,2.684237
Cu,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,66.000000,9.000000,67.000000,2.000000,2.268090,3.023943
Zn,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,74.000000,9.000000,84.000000,2.000000,2.128861,2.920968
As,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,67.000000,5.000000,56.000000,1.000000,1.162998,1.533807
Sr,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,420.000000,30.000000,356.000000,1.000000,2.515338,2.706829
Y,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,13.000000,0.010000,8.000000,1.000000,0.713874,1.228664
Zr,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,53.000000,0.010000,43.000000,1.000000,1.097783,1.484967
Mo,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,35.000000,0.900000,29.000000,1.000000,1.065183,1.461032
Ba,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,290.000000,40.000000,217.000000,10.000000,16.503011,19.296356
Pb,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,38.000000,4.000000,38.000000,1.000000,0.972375,1.394816
Th,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,5.000000,0.210000,8.000000,2.000000,1.519712,2.511877
U,2025-05-28,09:09:01,1,3,Carbonate-Rich Shale,5.000000,0.400000,9.000000,1.000000,0.875229,1.328919
Mg,2025-05-28,09:11:55,1,4,Marine Shale,15683.000000,60.000000,15587.000000,756.000000,623.651959,980.039676
Al,2025-05-28,09:11:55,1,4,Marine Shale,111132.000000,212.000000,117450.000000,401.000000,1129.053095,1198.149361
Si,2025-05-28,09:11:55,1,4,Marine Shale,222717.000000,400.000000,225608.000000,450.000000,1745.922558,1802.982412
P,2025-05-28,09:11:55,1,4,Marine Shale,1615.000000,9.000000,961.000000,21.000000,114.115102,116.031273
S,2025-05-28,09:11:55,1,4,Marine Shale,7150.000000,80.000000,3910.000000,29.000000,76.901515,82.187852
K,2025-05-28,09:11:55,1,4,Marine Shale,28640.000000,83.000000,26558.000000,70.000000,137.230155,154.052314
Ca,2025-05-28,09:11:55,1,4,Marine Shale,21084.000000,71.000000,17951.000000,49.000000,390.642432,393.703581
Ti,2025-05-28,09:11:55,1,4,Marine Shale,5126.000000,18.000000,5158.000000,78.000000,77.225008,109.762024
V,2025-05-28,09:11:55,1,4,Marine Shale,220.000000,1.400000,181.000000,21.000000,20.216140,29.149482
Cr,2025-05-28,09:11:55,1,4,Marine Shale,109.000000,1.000000,113.000000,10.000000,6.996565,12.204586
Mn,2025-05-28,09:11:55,1,4,Marine Shale,1162.000000,8.000000,982.000000,14.000000,16.289252,21.478821
Fe,2025-05-28,09:11:55,1,4,Marine Shale,67912.000000,155.000000,66788.000000,154.000000,189.790472,244.410358
Co,2025-05-28,09:11:55,1,4,Marine Shale,22.700000,0.100000,139.000000,20.000000,22.311461,29.963332
Ni,2025-05-28,09:11:55,1,4,Marine Shale,82.800000,0.800000,93.000000,3.000000,2.967776,4.219916
Cu,2025-05-28,09:11:55,1,4,Marine Shale,31.000000,0.600000,33.000000,3.000000,7.755478,8.315494
Zn,2025-05-28,09:11:55,1,4,Marine Shale,186.000000,1.700000,214.000000,3.000000,7.688236,8.252816
As,2025-05-28,09:11:55,1,4,Marine Shale,25.700000,0.700000,26.000000,1.000000,1.080123,1.471960
Rb,2025-05-28,09:11:55,1,4,Marine Shale,147.000000,1.000000,150.000000,1.000000,1.226053,1.582152
Sr,2025-05-28,09:11:55,1,4,Marine Shale,178.000000,1.400000,177.000000,1.000000,1.403978,1.723704
Y,2025-05-28,09:11:55,1,4,Marine Shale,36.500000,0.100000,35.000000,1.000000,1.026882,1.433348
Zr,2025-05-28,09:11:55,1,4,Marine Shale,134.000000,1.600000,136.000000,1.000000,1.372813,1.698416
Nb,2025-05-28,09:11:55,1,4,Marine Shale,15.300000,0.100000,10.000000,1.000000,0.959099,1.385594
Ba,2025-05-28,09:11:55,1,4,Marine Shale,788.000000,7.700000,859.000000,15.000000,16.586699,22.363331
Ce,2025-05-28,09:11:55,1,4,Marine Shale,108.000000,0.900000,143.000000,29.000000,29.781900,41.568757
Pb,2025-05-28,09:11:55,1,4,Marine Shale,35.000000,0.100000,37.000000,1.000000,1.263390,1.611258
Th,2025-05-28,09:11:55,1,4,Marine Shale,15.800000,0.100000,30.000000,2.000000,2.363586,3.096214
U,2025-05-28,09:11:55,1,4,Marine Shale,5.760000,0.100000,7.000000,1.000000,1.204958,1.565862
Mg,2025-05-28,09:14:40,1,5,Black Shale,12300.000000,77.000000,12099.000000,738.000000,729.051940,1037.381671
Al,2025-05-28,09:14:40,1,5,Black Shale,80300.000000,409.000000,92489.000000,357.000000,792.651452,869.336140
Si,2025-05-28,09:14:40,1,5,Black Shale,235700.000000,1217.000000,246323.000000,460.000000,1639.512953,1702.821988
P,2025-05-28,09:14:40,1,5,Black Shale,400.000000,0.100000,140.000000,17.000000,113.064694,114.335581
S,2025-05-28,09:14:40,1,5,Black Shale,58400.000000,470.000000,41687.000000,105.000000,267.404182,287.280345
K,2025-05-28,09:14:40,1,5,Black Shale,31800.000000,281.000000,31779.000000,79.000000,168.353556,185.967524
Ca,2025-05-28,09:14:40,1,5,Black Shale,11800.000000,201.000000,11209.000000,36.000000,341.827967,343.718430
Ti,2025-05-28,09:14:40,1,5,Black Shale,3600.000000,47.000000,3571.000000,74.000000,74.284817,104.853393
V,2025-05-28,09:14:40,1,5,Black Shale,219.120000,3.640000,207.000000,20.000000,16.742009,26.082463
Cr,2025-05-28,09:14:40,1,5,Black Shale,98.350000,3.600000,68.000000,10.000000,9.209109,13.594399
Mn,2025-05-28,09:14:40,1,5,Black Shale,200.000000,0.000000,172.000000,10.000000,11.095593,14.936940
Fe,2025-05-28,09:14:40,1,5,Black Shale,66400.000000,544.000000,65170.000000,147.000000,155.394092,213.907278
Co,2025-05-28,09:14:40,1,5,Black Shale,40.650000,0.700000,252.000000,20.000000,20.211066,28.433909
Ni,2025-05-28,09:14:40,1,5,Black Shale,192.940000,16.490000,197.000000,4.000000,4.359267,5.916351
Cu,2025-05-28,09:14:40,1,5,Black Shale,176.650000,3.240000,185.000000,4.000000,3.915371,5.597332
Zn,2025-05-28,09:14:40,1,5,Black Shale,62.520000,7.800000,62.000000,2.000000,2.669870,3.335896
As,2025-05-28,09:14:40,1,5,Black Shale,46.240000,0.830000,47.000000,1.000000,1.391365,1.713446
Rb,2025-05-28,09:14:40,1,5,Black Shale,140.000000,5.000000,158.000000,1.000000,1.278521,1.623150
Sr,2025-05-28,09:14:40,1,5,Black Shale,86.740000,1.710000,79.000000,1.000000,0.931982,1.366964
Y,2025-05-28,09:14:40,1,5,Black Shale,26.700000,0.600000,27.000000,1.000000,0.828189,1.298421
Zr,2025-05-28,09:14:40,1,5,Black Shale,144.240000,2.310000,137.000000,1.000000,1.391365,1.713446
Nb,2025-05-28,09:14:40,1,5,Black Shale,8.810000,0.100000,3.000000,1.000000,0.989949,1.407125
Mo,2025-05-28,09:14:40,1,5,Black Shale,159.410000,4.290000,143.000000,1.000000,1.983910,2.221688
Ba,2025-05-28,09:14:40,1,5,Black Shale,454.110000,29.590000,435.000000,13.000000,15.613111,20.316723
Ce,2025-05-28,09:14:40,1,5,Black Shale,64.580000,1.120000,88.000000,27.000000,24.725777,36.610982
Pb,2025-05-28,09:14:40,1,5,Black Shale,52.180000,0.880000,54.000000,1.000000,1.368136,1.694637
Th,2025-05-28,09:14:40,1,5,Black Shale,9.310000,0.100000,24.000000,2.000000,2.322548,3.065001
U,2025-05-28,09:14:40,1,5,Black Shale,25.400000,0.510000,29.000000,1.000000,1.164375,1.534852
Al,2025-05-28,09:17:34,1,6,Carbonatite,1958.000000,212.000000,2508.000000,152.000000,393.265928,421.618417
Si,2025-05-28,09:17:34,1,6,Carbonatite,16222.000000,514.000000,12576.000000,93.000000,360.179042,371.991858
Fe,2025-05-28,09:17:34,1,6,Carbonatite,20562.000000,700.000000,15233.000000,59.000000,249.653985,256.530919
Ni,2025-05-28,09:17:34,1,6,Carbonatite,13.000000,1.000000,17.000000,3.000000,2.464491,3.882489
Y,2025-05-28,09:17:34,1,6,Carbonatite,81.000000,0.500000,66.000000,1.000000,1.574028,1.864823
Mg,2025-05-28,09:20:34,1,7,Phosphate,6400.000000,51.000000,7155.000000,1012.000000,891.789297,1348.863281
Al,2025-05-28,09:20:34,1,7,Phosphate,12000.000000,138.000000,14960.000000,220.000000,478.559805,526.706262
Si,2025-05-28,09:20:34,1,7,Phosphate,61400.000000,316.000000,59179.000000,217.000000,614.596196,651.780242
Fe,2025-05-28,09:20:34,1,7,Phosphate,39200.000000,199.000000,41336.000000,132.000000,179.887556,223.122237
Zn,2025-05-28,09:20:34,1,7,Phosphate,26.400000,3.660000,32.000000,3.000000,2.544377,3.933682
As,2025-05-28,09:20:34,1,7,Phosphate,24.800000,0.920000,22.000000,2.000000,1.615893,2.571208
Sr,2025-05-28,09:20:34,1,7,Phosphate,703.600000,3.110000,697.000000,3.000000,3.963065,4.970501
Zr,2025-05-28,09:20:34,1,7,Phosphate,58.710000,10.770000,42.000000,1.000000,5.468269,5.558953
Ba,2025-05-28,09:20:34,1,7,Phosphate,219.700000,1.720000,254.000000,16.000000,19.053760,24.880630
Pb,2025-05-28,09:20:34,1,7,Phosphate,76.700000,4.080000,79.000000,2.000000,4.425121,4.856099
Mg,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,26800.000000,1206.000000,25997.000000,738.000000,759.354348,1058.897080
Al,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,34500.000000,1111.000000,36517.000000,233.000000,1108.266918,1132.494839
Si,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,131800.000000,982.000000,131607.000000,294.000000,858.155672,907.120255
P,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,1400.000000,288.000000,1119.000000,19.000000,87.424656,89.465471
S,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,15300.000000,1100.000000,13374.000000,43.000000,140.893190,147.308829
K,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,13800.000000,8301.000000,12909.000000,37.000000,88.450171,95.877175
Ca,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,59900.000000,1215.000000,58339.000000,121.000000,414.003852,431.323764
Ti,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,1500.000000,150.000000,1404.000000,53.000000,53.785036,75.510464
V,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,130.000000,6.000000,106.000000,15.000000,13.251512,20.015058
Mn,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,267.000000,34.000000,237.000000,7.000000,8.262908,10.829388
Fe,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,21200.000000,1088.000000,18869.000000,53.000000,163.645205,172.013817
Co,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,12.000000,1.500000,72.000000,10.000000,8.808504,13.326280
Ni,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,29.000000,0.010000,26.000000,2.000000,1.790287,2.684237
Cu,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,66.000000,9.000000,70.000000,2.000000,2.268090,3.023943
Zn,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,74.000000,9.000000,86.000000,2.000000,2.128861,2.920968
As,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,67.000000,5.000000,53.000000,1.000000,1.162998,1.533807
Sr,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,420.000000,30.000000,357.000000,1.000000,2.515338,2.706829
Y,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,13.000000,0.010000,8.000000,1.000000,0.713874,1.228664
Zr,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,53.000000,0.010000,45.000000,1.000000,1.097783,1.484967
Mo,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,35.000000,0.900000,31.000000,1.000000,1.065183,1.461032
Ba,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,290.000000,40.000000,253.000000,10.000000,16.503011,19.296356
La,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,20.000000,1.800000,58.000000,18.000000,9.622889,20.410781
Ce,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,36.000000,4.000000,73.000000,21.000000,14.666288,25.614449
Pb,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,38.000000,4.000000,41.000000,1.000000,0.972375,1.394816
Th,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,5.000000,0.210000,7.000000,2.000000,1.519712,2.511877
U,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,5.000000,0.400000,8.000000,1.000000,0.875229,1.328919
Mg,2025-05-28,11:39:39,2,46,Marine Shale,15683.000000,60.000000,15428.000000,695.000000,623.651959,933.791607
Al,2025-05-28,11:39:39,2,46,Marine Shale,111132.000000,212.000000,117066.000000,388.000000,1129.053095,1193.861337
Si,2025-05-28,11:39:39,2,46,Marine Shale,222717.000000,400.000000,225698.000000,437.000000,1745.922558,1799.781814
P,2025-05-28,11:39:39,2,46,Marine Shale,1615.000000,9.000000,926.000000,20.000000,114.115102,115.854462
S,2025-05-28,11:39:39,2,46,Marine Shale,7150.000000,80.000000,3961.000000,28.000000,76.901515,81.840350
