element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff,rules,reason
Cd,2026-01-05,15:14:31,2,48,Phosphate,0.000000,0.010000,40.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-05,15:14:31,2,48,Phosphate,0.000000,0.010000,22.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2026-01-05,15:14:31,2,48,Phosphate,495.800000,4.890000,685.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-05,15:14:31,2,48,Phosphate,928.800000,10.190000,1329.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2026-01-05,15:14:31,2,48,Phosphate,351.000000,9.940000,565.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
Hg,2026-01-05,15:14:31,2,48,Phosphate,0.000000,0.010000,12.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2026-01-05,15:14:31,2,48,Phosphate,10.700000,0.670000,41.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2026-01-05,15:14:31,2,48,Phosphate,30.500000,0.710000,31.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Mg,2026-01-05,15:17:13,2,49,Carbonatite,7540.000000,181.000000,4073.000000,817.000000,715.655280,1086.117618,4,manual: knock-on interference / matrix absorption
P,2026-01-05,15:17:13,2,49,Carbonatite,0.000000,0.010000,4565.000000,34.000000,88.475841,94.783830,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2026-01-05,15:17:13,2,49,Carbonatite,1328.000000,166.000000,189.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2026-01-05,15:17:13,2,49,Carbonatite,345200.000000,2716.000000,348907.000000,639.000000,2302.419916,2389.447314,3,345200 ppm > 4x max shale (59900 ppm)
Ti,2026-01-05,15:17:13,2,49,Carbonatite,1500.000000,12.000000,445.000000,91.000000,63.055342,110.711229,4,manual: knock-on interference / matrix absorption
Cr,2026-01-05,15:17:13,2,49,Carbonatite,5.000000,0.010000,550.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2026-01-05,15:17:13,2,49,Carbonatite,3330.000000,3330.000000,2414.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2026-01-05,15:17:13,2,49,Carbonatite,5.000000,0.010000,16.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2026-01-05,15:17:13,2,49,Carbonatite,87.000000,1.500000,70.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2026-01-05,15:17:13,2,49,Carbonatite,0.000000,0.010000,17.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2026-01-05,15:17:13,2,49,Carbonatite,12000.000000,50.000000,9352.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2026-01-05,15:17:13,2,49,Carbonatite,65.000000,3.000000,94.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2026-01-05,15:17:13,2,49,Carbonatite,3900.000000,60.000000,2855.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2026-01-05,15:17:13,2,49,Carbonatite,0.000000,0.010000,13.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2026-01-05,15:17:13,2,49,Carbonatite,0.000000,0.010000,20.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2026-01-05,15:17:13,2,49,Carbonatite,1000.000000,50.000000,1178.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2026-01-05,15:17:13,2,49,Carbonatite,750.000000,10.000000,1238.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-05,15:17:13,2,49,Carbonatite,1700.000000,100.000000,2348.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2026-01-05,15:17:13,2,49,Carbonatite,150.000000,6.000000,150.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2026-01-05,15:17:13,2,49,Carbonatite,480.000000,15.000000,662.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2026-01-05,15:17:13,2,49,Carbonatite,0.000000,0.010000,6.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2026-01-05,15:17:13,2,49,Carbonatite,0.000000,0.010000,127.000000,18.000000,15.890652,24.010681,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Rb,2026-01-05,16:25:08,3,81,Carbonate-Rich Shale,0.000000,0.010000,74.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-05,16:28:17,3,82,Marine Shale,3.300000,0.100000,21.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2026-01-05,16:28:17,3,82,Marine Shale,0.000000,0.010000,7.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2026-01-05,16:30:56,3,83,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2026-01-05,16:30:56,3,83,Black Shale,0.000000,0.010000,21.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2026-01-05,16:30:56,3,83,Black Shale,0.000000,0.010000,11.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2026-01-05,16:33:41,3,84,Phosphate,113500.000000,22979.000000,86430.000000,234.000000,559.462522,606.427501,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2026-01-05,16:33:41,3,84,Phosphate,282600.000000,839.000000,287933.000000,547.000000,1215.927377,1333.299811,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2026-01-05,16:33:41,3,84,Phosphate,900.000000,34.000000,733.000000,97.000000,73.212847,121.528272,4,manual: knock-on interference / matrix absorption
Cr,2026-01-05,16:33:41,3,84,Phosphate,49.200000,5.200000,415.000000,18.000000,19.357406,26.433107,4,manual: knock-on interference / matrix absorption
Mn,2026-01-05,16:33:41,3,84,Phosphate,8400.000000,40.000000,8585.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2026-01-05,16:33:41,3,84,Phosphate,32.000000,4.170000,80.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2026-01-05,16:33:41,3,84,Phosphate,23.000000,5.020000,13.000000,4.000000,5.680503,6.947526,4,manual: knock-on interference / matrix absorption
Y,2026-01-05,16:33:41,3,84,Phosphate,631.000000,3.900000,676.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2026-01-05,16:33:41,3,84,Phosphate,0.000000,0.010000,23.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-05,16:33:41,3,84,Phosphate,0.000000,0.010000,21.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2026-01-05,16:33:41,3,84,Phosphate,495.800000,4.890000,726.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-05,16:33:41,3,84,Phosphate,928.800000,10.190000,1294.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2026-01-05,16:33:41,3,84,Phosphate,351.000000,9.940000,452.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2026-01-05,16:33:41,3,84,Phosphate,0.000000,0.010000,18.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2026-01-05,16:33:41,3,84,Phosphate,0.000000,0.010000,10.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2026-01-05,16:33:41,3,84,Phosphate,10.700000,0.670000,43.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2026-01-05,16:33:41,3,84,Phosphate,30.500000,0.710000,31.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Mg,2026-01-05,16:36:27,3,85,Carbonatite,7540.000000,181.000000,2835.000000,805.000000,715.655280,1077.119993,4,manual: knock-on interference / matrix absorption
P,2026-01-05,16:36:27,3,85,Carbonatite,0.000000,0.010000,4507.000000,34.000000,88.475841,94.783830,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2026-01-05,16:36:27,3,85,Carbonatite,1328.000000,166.000000,108.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2026-01-05,16:36:27,3,85,Carbonatite,345200.000000,2716.000000,348617.000000,635.000000,2302.419916,2388.380721,3,345200 ppm > 4x max shale (59900 ppm)
Ti,2026-01-05,16:36:27,3,85,Carbonatite,1500.000000,12.000000,412.000000,91.000000,63.055342,110.711229,4,manual: knock-on interference / matrix absorption
Cr,2026-01-05,16:36:27,3,85,Carbonatite,5.000000,0.010000,544.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2026-01-05,16:36:27,3,85,Carbonatite,3330.000000,3330.000000,2367.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2026-01-05,16:36:27,3,85,Carbonatite,5.000000,0.010000,16.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2026-01-05,16:36:27,3,85,Carbonatite,87.000000,1.500000,61.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2026-01-05,16:36:27,3,85,Carbonatite,0.000000,0.010000,15.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2026-01-05,16:36:27,3,85,Carbonatite,12000.000000,50.000000,9407.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2026-01-05,16:36:27,3,85,Carbonatite,65.000000,3.000000,89.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2026-01-05,16:36:27,3,85,Carbonatite,3900.000000,60.000000,2765.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2026-01-05,16:36:27,3,85,Carbonatite,0.000000,0.010000,14.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2026-01-05,16:36:27,3,85,Carbonatite,0.000000,0.010000,14.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2026-01-05,16:36:27,3,85,Carbonatite,1000.000000,50.000000,1228.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2026-01-05,16:36:27,3,85,Carbonatite,750.000000,10.000000,1293.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-05,16:36:27,3,85,Carbonatite,1700.000000,100.000000,2284.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Nd,2026-01-05,16:36:27,3,85,Carbonatite,480.000000,15.000000,548.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2026-01-05,16:36:27,3,85,Carbonatite,0.000000,0.010000,8.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2026-01-05,16:36:27,3,85,Carbonatite,0.000000,0.010000,136.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Rb,2026-01-06,08:21:37,1,3,Carbonate-Rich Shale,0.000000,0.010000,77.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Pr,2026-01-06,08:21:37,1,3,Carbonate-Rich Shale,0.000000,0.010000,94.000000,30.000000,12.727922,32.588341,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ag,2026-01-06,08:24:37,1,4,Marine Shale,0.000000,0.010000,5.000000,2.000000,0.000000,2.000000,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-06,08:24:37,1,4,Marine Shale,3.300000,0.100000,21.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2026-01-06,08:24:37,1,4,Marine Shale,0.000000,0.010000,4.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2026-01-06,08:27:19,1,5,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2026-01-06,08:27:19,1,5,Black Shale,0.000000,0.010000,17.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2026-01-06,08:27:19,1,5,Black Shale,0.000000,0.010000,9.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2026-01-06,08:29:55,1,6,Phosphate,113500.000000,22979.000000,86265.000000,242.000000,559.462522,609.559114,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2026-01-06,08:29:55,1,6,Phosphate,282600.000000,839.000000,284300.000000,565.000000,1215.927377,1340.784989,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2026-01-06,08:29:55,1,6,Phosphate,900.000000,34.000000,699.000000,98.000000,73.212847,122.327924,4,manual: knock-on interference / matrix absorption
Cr,2026-01-06,08:29:55,1,6,Phosphate,49.200000,5.200000,384.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2026-01-06,08:29:55,1,6,Phosphate,8400.000000,40.000000,8507.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2026-01-06,08:29:55,1,6,Phosphate,32.000000,4.170000,83.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2026-01-06,08:29:55,1,6,Phosphate,23.000000,5.020000,21.000000,4.000000,5.680503,6.947526,4,manual: knock-on interference / matrix absorption
Y,2026-01-06,08:29:55,1,6,Phosphate,631.000000,3.900000,672.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2026-01-06,08:29:55,1,6,Phosphate,0.000000,0.010000,26.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-06,08:29:55,1,6,Phosphate,0.000000,0.010000,24.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2026-01-06,08:29:55,1,6,Phosphate,495.800000,4.890000,723.000000,30.000000,32.195583,44.006313,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-06,08:29:55,1,6,Phosphate,928.800000,10.190000,1228.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2026-01-06,08:29:55,1,6,Phosphate,351.000000,9.940000,591.000000,72.000000,83.283259,110.091332,3,351 ppm > 4x max shale (49.2 ppm)
W,2026-01-06,08:29:55,1,6,Phosphate,0.000000,0.010000,16.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2026-01-06,08:29:55,1,6,Phosphate,0.000000,0.010000,7.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2026-01-06,08:29:55,1,6,Phosphate,10.700000,0.670000,37.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2026-01-06,08:29:55,1,6,Phosphate,30.500000,0.710000,33.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Mg,2026-01-06,08:32:50,1,7,Carbonatite,7540.000000,181.000000,2623.000000,893.000000,715.655280,1144.382576,4,manual: knock-on interference / matrix absorption
P,2026-01-06,08:32:50,1,7,Carbonatite,0.000000,0.010000,4418.000000,35.000000,88.475841,95.147120,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2026-01-06,08:32:50,1,7,Carbonatite,1328.000000,166.000000,96.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2026-01-06,08:32:50,1,7,Carbonatite,345200.000000,2716.000000,347648.000000,656.000000,2302.419916,2394.049596,3,345200 ppm > 4x max shale (59900 ppm)
Ti,2026-01-06,08:32:50,1,7,Carbonatite,1500.000000,12.000000,418.000000,89.000000,63.055342,109.073261,4,manual: knock-on interference / matrix absorption
Cr,2026-01-06,08:32:50,1,7,Carbonatite,5.000000,0.010000,505.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2026-01-06,08:32:50,1,7,Carbonatite,3330.000000,3330.000000,2412.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2026-01-06,08:32:50,1,7,Carbonatite,5.000000,0.010000,15.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2026-01-06,08:32:50,1,7,Carbonatite,87.000000,1.500000,57.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2026-01-06,08:32:50,1,7,Carbonatite,0.000000,0.010000,15.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2026-01-06,08:32:50,1,7,Carbonatite,12000.000000,50.000000,9375.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2026-01-06,08:32:50,1,7,Carbonatite,65.000000,3.000000,80.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2026-01-06,08:32:50,1,7,Carbonatite,3900.000000,60.000000,2711.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2026-01-06,08:32:50,1,7,Carbonatite,0.000000,0.010000,13.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2026-01-06,08:32:50,1,7,Carbonatite,1000.000000,50.000000,1182.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2026-01-06,08:32:50,1,7,Carbonatite,750.000000,10.000000,1298.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-06,08:32:50,1,7,Carbonatite,1700.000000,100.000000,2361.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2026-01-06,08:32:50,1,7,Carbonatite,150.000000,6.000000,217.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2026-01-06,08:32:50,1,7,Carbonatite,480.000000,15.000000,528.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2026-01-06,08:32:50,1,7,Carbonatite,0.000000,0.010000,10.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2026-01-06,08:32:50,1,7,Carbonatite,0.000000,0.010000,126.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Rb,2026-01-06,10:40:47,2,68,Carbonate-Rich Shale,0.000000,0.010000,75.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2026-01-06,10:43:25,2,69,Marine Shale,0.000000,0.010000,7.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2026-01-06,10:45:58,2,70,Black Shale,6.310000,0.870000,3.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2026-01-06,10:45:58,2,70,Black Shale,0.000000,0.010000,16.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2026-01-06,10:45:58,2,70,Black Shale,0.000000,0.010000,10.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2026-01-06,10:48:31,2,71,Phosphate,113500.000000,22979.000000,86054.000000,235.000000,559.462522,606.814068,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2026-01-06,10:48:31,2,71,Phosphate,282600.000000,839.000000,286067.000000,548.000000,1215.927377,1333.710383,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2026-01-06,10:48:31,2,71,Phosphate,900.000000,34.000000,867.000000,96.000000,73.212847,120.731607,4,manual: knock-on interference / matrix absorption
Cr,2026-01-06,10:48:31,2,71,Phosphate,49.200000,5.200000,397.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2026-01-06,10:48:31,2,71,Phosphate,8400.000000,40.000000,8499.000000,49.000000,128.816889,137.821591,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2026-01-06,10:48:31,2,71,Phosphate,32.000000,4.170000,77.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2026-01-06,10:48:31,2,71,Phosphate,23.000000,5.020000,25.000000,4.000000,5.680503,6.947526,4,manual: knock-on interference / matrix absorption
Y,2026-01-06,10:48:31,2,71,Phosphate,631.000000,3.900000,670.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2026-01-06,10:48:31,2,71,Phosphate,0.000000,0.010000,14.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-06,10:48:31,2,71,Phosphate,0.000000,0.010000,25.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2026-01-06,10:48:31,2,71,Phosphate,495.800000,4.890000,739.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-06,10:48:31,2,71,Phosphate,928.800000,10.190000,1277.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2026-01-06,10:48:31,2,71,Phosphate,351.000000,9.940000,611.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2026-01-06,10:48:31,2,71,Phosphate,0.000000,0.010000,11.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
